cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
,,,,,,,,,,?,,k,w,,,,o,,w,v,,p
,,,,,f,,,,,,,,,,p,,o,e,,,p,p
,y,,t,,,c,n,,e,,,s,w,,p,,,,,s,,p
,,,,n,,,b,,t,,,,g,,p,,o,,n,,d,e
,,,t,,,,,,t,,,,,p,,,o,,k,,,e
f,f,,,n,,c,,,,,,,,,,,,,,,,e
f,,,,,,,,,,,,k,w,,,,,e,w,,p,p
,,,,,f,c,,b,t,,,k,p,,p,,,,,,d,p
,f,e,,n,,,,,,,,,g,g,p,,o,p,,,,e
,,,,,f,,,b,t,?,,,,,p,w,,,w,,d,p
x,,,,l,,c,,,,,s,,,,,,o,,,,m,e
,,,t,,,,b,,e,,,,,,p,w,,,,,g,e
,,,f,,,c,,,,,,k,,,p,,,,,,,p
,,,,,,,,,t,,,,p,p,,w,o,e,,,,p
x,y,,,y,,,,,t,,,,,,,,,,,,,p
,,,,,,,,p,,,s,,,,,,,,,,,e
f,y,,,,f,,,,,,,,w,w,,,o,,,,,p
,,w,,,,,,w,,b,,,w,,,w,,,,,m,p
,,,,,,,,u,,,s,,,w,,,o,,,,d,e
,,,,p,,c,,,,,,,w,,,w,,,,,,p
,,,,s,,,,b,,,k,,,,,w,,,,,,p
f,,,f,,,,,,,,s,,,,p,,,,w,,,p
k,,,,,,c,,,t,?,,,,,p,,,,w,,,p
x,,,,,f,,,h,e,b,k,,,,,,,,,,d,p
,,,,n,,c,,,,,s,,o,,p,,,,,,,e
,s,n,f,,f,,n,,,?,,,,,,,,,w,,,p
k,f,,,,,,,,,,,k,,w,,,,,w,,g,e
x,,,,f,,,,,,,,,,p,,,,,,,,p
,,,,,,,,,,?,,,p,w,,,,,,v,l,p
,f,,t,n,,,b,n,,,,s,p,,,w,,,,v,d,e
k,,,,y,f,c,n,b,,,,k,,,,,,,,,,p
x,,,,,f,,,,,,,,,,p,,o,,,,,e
,,,t,,f,,b,,,b,,,,,,,o,,,,,p
,,n,,f,f,c,,,t,?,,k,w,,,,o,,,,p,p
,,,f,f,f,,,,t,?,,,,w,p,w,,,,v,,p
,,,,n,,,n,k,,e,,s,,w,,,,,,,u,e
,,,,,,,,n,,,,y,,,p,,,,,,,e
,,,,y,f,,,,,,,,,,,w,,e,,v,,p
k,,,,f,,,n,,,,,,,,p,,,,,,,p
k,,,,y,f,,,,,,s,,,,p,,o,,,,,p
,,,,,f,,,,,,,,,p,,,,,,,,p
f,,,,,,c,n,,,,s,s,w,w,,,o,,n,v,,p
,,,,,,c,b,,,b,,,,,,,o,p,,,,e
,,,,l,,,,,,,s,,,,,w,,p,,,,e
,,,,,,,,,,,,k,,,,,,,,v,,p
,,y,f,,,,,,,,,,,b,p,,,,h,,p,p
,,e,,,,,,,,,,,w,,p,,,,,,,e
,,,f,,f,,,,,,,,b,p,p,,,,,,,p
,y,r,f,n,,,n,,,,,,w,,,,,,h,y,,e
,,,,,f,,,,,,,,p,,,w,o,,,,,p
,y,,,n,f,,,,,,,,,,,w,,,,,,e
,,e,f,,f,,,,,,s,k,,,p,,,,w,v,,p
,,,f,n,,,b,,,,f,,,,p,,,,,,,e
,,,,n,f,,,,t,,,,w,w,,,o,,n,a,g,e
,,,,,,,,,t,,s,s,,,,w,o,p,,,d,e
,,,,,f,c,,,,,,s,p,w,,,o,,,v,,p
,f,,f,n,,,,,t,,,,,,,,,,,,g,e
,f,,,n,f,c,n,,,e,,,w,w,,w,,,,,,e
,f,,f,n,f,w,,,,e,,f,,,p,w,,,,,g,e
x,y,,,,,,b,,e,,,y,,,,,t,p,,,,e
,,g,,,f,,,,,,,k,,b,,,o,l,,,g,p
,,g,f,,,,,p,e,b,k,k,n,,p,w,o,,,,,p
,,,,y,f,c,n,,t,,,,,,,,o,,,v,,p
,,,t,,,,,,t,,,s,w,w,p,,,p,,,u,p
,f,p,f,c,,,,,,b,,s,,w,,,,,,,,p
,y,,t,,f,,b,,,,s,,w,w,,w,o,p,,,,e
,,,,n,,,b,,t,,,,,,,w,,e,,,,e
f,,,t,p,,,n,n,e,,s,s,,w,,,,,,v,u,p
,f,,,,,c,,,,b,s,s,w,w,,,,,,y,,e
f,s,g,,,,,b,,,,,,w,,,,,,n,,g,e
,y,e,,,,c,n,,,,s,,,,p,w,,e,w,,,p
x,,,t,,,,,,e,e,,,,,,,,,,,u,p
,y,,,,f,c,b,w,e,,s,,,,,,o,,k,,g,e
,,,,,,,,,e,b,k,,b,n,p,,,l,,,,p
,y,n,f,f,,,n,,,,,,,,p,,o,,,v,,p
f,,n,,,,,,,e,r,,,,,,w,,,,,,e
,,y,,,f,,,,,,k,k,n,,,,,l,h,,,p
,,,,,f,,,,t,?,,,w,p,,,,e,,,,p
,,,,,,w,,w,,b,s,,,,,w,,,,,,e
,,,,,,,,,,,,s,,,,,,,k,,,e
,,y,f,,,,,h,,,,,b,,,,,,h,y,d,p
b,,,,a,,,,,,c,s,s,w,,p,w,o,,,n,,e
,,n,,,,c,,,,?,,s,o,,,,,,,v,,e
x,f,,,,f,,,,,b,s,,p,,,,o,p,,,d,e
,s,,t,,,,,,,c,s,,,w,,,,,,,,e
,,,,y,,,,,t,?,s,,,,p,,o,,w,,d,p
,,,,,,,b,n,e,,s,,o,o,p,,o,,,,,e
,,,t,,,,,,,b,,,,,p,,o,,n,v,,e
x,y,,t,,,,,,,,s,,,,,,,,,,d,e
,,,,,,,,b,,,,,p,,,,,,,v,,p
,,e,,,,,n,,,,,,w,,p,w,,,w,,,p
,,,t,,,c,,,,,,,,w,p,w,,p,,s,u,p
,,,,s,f,,,b,t,,k,,,,p,,o,e,w,v,,p
,,,,n,,,b,w,,,,s,,p,p,,,,k,,,e
x,s,,t,,f,,b,w,,b,,s,,,p,,,,w,v,,e
k,s,,f,s,,c,,,t,?,,,,,p,w,,,w,,,p
,f,,,,,,b,,,b,,,g,p,,,,,k,,d,e
,,e,t,,,c,,p,,,,,p,,,w,,,,,,e
f,,,t,n,,,b,,t,,,,,,,w,o,,,v,,e
x,,,,,,,,,,e,,f,,,,,,e,,,,e
,,,,,,c,,,,e,,,w,,,,,,,s,g,p
,,,,,,c,b,,e,b,,,b,,,,,,h,,,p
,,,t,n,,,,u,,,s,s,,,p,,o,,n,,d,e
x,,,,c,,c,,,,,,s,,,p,,,,,s,,p
,,,,,,c,n,,t,,k,k,,,p,w,,,,v,d,p
,,,,,,,,,t,,,,w,w,,,o,,,,p,p
k,,,f,f,,c,,,,,,,,p,,,,e,w,,,p
,y,,,,f,,,,,,s,s,,,,,o,p,,y,,e
f,,,,,,c,,,,,,,,w,p,,,,n,y,d,e
,,,,,,,,,t,,s,s,g,,,,,,,v,d,e
x,,,t,,,,,,t,,,,,,p,,,p,,,,e
,y,g,,,,,,,t,b,,,,,,,,,,,,e
x,,g,,,,,,,,,,k,w,,,,t,,,,,e
b,,,,l,f,c,,,,c,s,,,,p,,o,,,s,g,e
,,y,,,,c,,p,,,,,,,,w,,l,h,y,,p
f,,,,n,f,,,k,t,e,f,,,,,w,,,,,g,e
,,,,,,,,,,?,,,,,,,,,w,,d,p
,y,g,,,,,,h,,b,,,p,p,,w,,,,v,,p
f,,,f,,,,,,t,?,s,,,,,w,,,,,p,p
f,,,,,f,,n,,,,,,,,,,,,w,,,p
f,,,,,,,b,,,,,y,c,,,,,n,,,d,p
x,,,,,,,,,,,,,,g,,,o,,k,,,e
,,e,,,f,,,,,,,,,,p,,,,,,,p
,s,,,,f,c,n,,,,,,,,,,o,,,,,p
,,y,,,,,b,,,b,k,k,,,,,,l,,,,p
,,,,,,c,n,,,?,,k,w,p,p,w,,e,,,,p
,y,g,,,,,,,,b,,k,,,,,o,,h,,d,p
x,f,y,,,f,c,b,,e,,k,k,,,p,w,,,h,,,p
,,e,f,,,,,,,?,s,,w,p,,w,,,,v,,p
f,,e,,,,,,,,,s,,w,g,,,,,,,,e
b,,,f,,a,,b,,,,,s,,,p,o,,p,,,,e
,f,,,,f,,,,,,,,,,p,,,p,,,d,e
,,,,,f,,,,t,,,s,,,,,,p,,v,,e
x,,w,t,p,,,n,k,e,,,,,,,w,o,p,n,,,p
,,,t,,,,,,,b,,,g,p,,w,,p,,,d,e
,y,g,f,f,f,,b,,,,,,,,,,o,l,,,p,p
,,y,t,,,,,,,,s,,,,,,,,n,s,,e
,,,,y,,c,,b,t,,s,,w,p,,w,,,,,,p
,y,e,,,,c,,,,?,,,,p,,w,o,,w,,l,p
,s,,t,p,,,n,,,,,s,w,,p,,,,k,v,u,p
,,g,,,f,c,,,e,b,,,,,,,,,,v,,p
,,y,,,f,,b,,,,k,k,n,,,w,,,h,,p,p
,,,,,,,b,,,c,s,,,,,,,,,,,e
,f,n,f,,,,b,,t,,,,,,,w,,,k,,,e
,,,,p,f,,n,,e,,,,,,,,,p,,v,g,p
,,,,s,,,,b,t,,s,,p,,p,w,o,,,v,,p
,,e,f,,,c,n,,,,,,,,,w,,,,,,p
,f,,,,,,,,,,s,s,,,,,,,,,d,e
,y,,,,,,,,,,,s,,,,,,,,v,g,p
,,,,,f,,n,,,,,,,p,,,o,,w,,,p
x,f,,,,,,,,,,,f,w,,,w,,e,w,,,e
,,n,,n,,,,,,,,s,,,p,,,p,n,,,e
f,s,e,f,s,,,,,,?,,,w,p,,,,,,,,p
,,w,,a,,c,b,,e,,,,w,,,,,,,,,e
,y,,,,f,,,b,t,?,,s,,,,w,,,,,,p
,,,f,,,,b,k,t,,,,,,,,o,e,k,,,e
,f,,,,,c,,p,e,b,k,k,,b,p,,o,,h,,d,p
x,s,w,,c,f,,n,,e,b,,,,w,,,,,,v,,p
,,,f,,,,,,,,k,s,,,,,,,w,,,p
f,f,,,,f,,b,n,,b,s,s,,,,,,,,y,,e
x,f,,,,,,,n,t,e,f,,,w,p,w,,e,,s,,e
,y,e,,,,,,b,,?,,,w,p,,w,,,w,v,,p
k,y,e,,,,,n,,,?,k,s,,w,p,,o,,w,v,,p
,s,w,f,,f,,,,,,,,,w,,,t,,w,,,e
,,,,,f,,,h,,,s,,,,p,,o,,h,,,p
f,,,,y,,c,n,,,?,k,k,,w,,,,,,v,,p
,,g,,,,,,,,,,f,,w,,,,,,,g,e
k,s,n,,,f,c,,b,,?,,,,,,,,e,,,l,p
,,,,f,f,,,,e,,,k,p,n,,,o,,,,,p
x,,,,,,,n,b,,,,s,w,,,,,,,,,p
,,,f,,,c,n,b,t,,,,,w,p,w,,e,,v,,p
,y,n,,,,,n,b,t,,,,p,w,,,o,,,v,,p
,,n,,,f,c,,,,,s,s,,,,,,,,,,e
,y,n,,,,,b,,e,r,,y,,w,,,,p,n,s,,e
,,y,f,,,,,g,,b,,,,n,,,o,,,,,p
,y,,,,f,,,b,t,,,,p,w,,w,,e,w,v,,p
,,e,,s,,,,,,,s,,,w,,w,,,,,,p
f,f,,,,,,b,,e,,,,,,,,,l,,,g,p
,,,,,f,,b,,e,,k,,,,,,,,,,,p
f,s,,,,,,,b,,,,,,w,,,o,,w,,,p
,,,,,,,,,,,,k,,,,,,,,,,e
,,,t,n,,,,,,b,s,s,,,,,,p,,,d,e
x,,g,t,,,c,b,p,,b,,,w,,p,w,,,,,,p
,,,,,,,b,,,,,,,,,w,,,,,,e
,,e,,,,c,n,,t,,,,,p,p,,,,,,,p
,f,,t,n,,,,,,,,,w,w,,w,,,n,,,e
,y,,f,,f,w,,y,,c,,,,y,,,,e,w,,l,p
,,n,,n,f,c,b,w,t,b,,s,,w,,,,,,,,e
,f,n,,n,f,,b,,,,,,,g,,,,,,v,,e
,,,,n,f,,,,,,,s,,p,,,o,,,v,d,e
,y,g,,,,,b,,,,,,,,,,o,,,,,e
,,,,,,c,b,e,e,,,,w,,p,,,,w,,w,e
,,y,,f,,,b,,e,,,,,n,p,w,o,l,h,,p,p
b,s,,f,,f,,,g,,,s,,,,,w,,,w,,,e
f,y,,,n,,,n,,,,s,,w,,,w,,f,,y,d,e
,,,,,f,,,,t,,,,p,,,,,p,,,,e
,,,,,,w,,,,,,,w,w,p,,t,,w,,,e
,,,t,n,f,,b,,,b,,,,g,,,,,k,v,d,e
,y,,t,,,c,b,,,,s,,,,,w,o,p,,,,e
,,g,t,,,,,h,t,,,,,,,,,,,v,,p
x,,,,,,,,,,b,k,,,,,,,,h,,,p
,f,,,,,,b,n,t,,s,,,,,w,o,,,a,,e
,,,,,f,,,,,,s,,,w,,,o,,k,v,d,e
x,s,g,,c,f,,n,n,,,,,,,p,w,o,p,,v,d,p
f,f,,f,n,,w,b,k,t,e,,,,w,,w,,,k,,,e
,,,,,f,c,,,t,b,,s,g,,,,,,,,,e
,,n,,,f,,,,t,,,,,,,,o,e,,,,e
,s,n,,f,f,c,,b,,?,,,,,,,o,,,,,p
,y,,f,,f,,n,,,,,,,,,w,,,,,p,p
,,,,n,,,b,,e,,,s,o,,p,,,,,,l,e
,,w,,n,,,b,,,,,,,,,w,,,,,g,e
,,,,,,,,,,,,,b,,p,,,,,,,p
,,,f,,,,,,t,,,,,,,,,,w,,,p
x,,,,,,,,,,,,,w,,p,,,,,v,,p
,s,g,f,n,,,,w,,?,,,,,,,t,,,s,,e
,,,,n,a,c,,,,?,,s,,,p,,o,p,,,,e
,,,f,,f,w,,p,t,,s,,w,w,,,,,,,,e
,,,,n,,,b,,,,,s,,w,,,,,k,,,e
x,s,,,,,,,b,t,,,,,,p,w,,,,,,p
x,y,,,,,c,b,w,,,,,,,p,,t,,,,,e
,y,,,,,,,,t,,,,w,,,,,,n,v,,e
,f,,t,,f,c,b,n,,b,s,,,,,,,p,,,,e
,,g,,,,,,g,,,k,,,,p,w,,,w,n,,e
,,e,,f,,c,,b,,,k,,w,,,,o,,w,,,p
,y,,f,,,,n,b,,?,,,w,p,,w,o,e,,,,p
,,,,n,f,c,n,,,e,,s,,,,w,,,,,,e
x,,,,,,c,,,,,,,p,,,,,p,,,,e
,,,f,,f,,,,,,,,w,,,,,e,,,d,p
,,y,,,,c,,,e,,k,k,b,p,p,,,,,,,p
f,,,,s,,c,,,,,,,,,p,,o,e,,,p,p
b,s,,t,,,,,w,,b,,,,,,,,,,,,p
f,,,t,,,w,,,,,,s,,,,,o,,,,d,e
,,y,,,f,c,b,,,b,,k,,b,,,,,,,,p
,y,,,,,,,p,e,,,,,,,,,l,,,,p
,,,f,,,,,w,e,,y,,,y,p,y,,,,c,,p
,y,,,,,,,,,?,,s,,,,,,e,,c,,e
x,f,,,n,,,,,,,,,,,,w,,e,k,,g,e
,,,,n,f,,,,t,,s,,g,,,,o,,,,,e
,f,,f,,,,,p,,,,,,,p,,o,,,,,e
,,g,,,,,b,,,e,,,,w,p,,o,e,,,,e
,y,e,f,,f,,,b,,?,,k,,w,p,w,,,,v,,p
,,,,f,f,,,,t,,,k,p,,,w,,,w,,,p
,,,f,f,f,,,,,,,,w,,,,o,e,w,,,p
,,,,,f,,,,,b,,,,,,w,o,,n,,,p
,,y,,f,,c,,p,e,b,,,,,,,,,,y,,p
f,,,,n,,,,,,,,s,,,p,w,,p,,,d,e
,,n,,p,f,,,,,,,,,w,p,,,p,,,,p
,,y,,,,,,,e,,,,b,,,,o,,,v,d,p
,f,,,,,,,,,,,,,,,,,,,y,,e
,,,,,f,,,g,e,,k,,p,,,,o,,h,,,p
,,,,,,,b,,,,s,,,g,,,,,,y,,e
,,e,,s,f,,,,,,,s,p,,,,,e,,v,p,p
,s,,,,a,c,,,,,s,,,,p,,o,p,,v,l,e
,,,t,,,,b,,e,c,s,s,,,,,o,p,,,,e
,,,,,,w,,k,,,,,,w,,w,,,,,,e
x,,,,n,,,,,,,,,p,g,,,,p,,,,e
,,,,,f,,,,,,,s,w,,,,,,w,,,p
,,,,l,,,n,,,b,,s,,,,w,o,p,,,d,e
,,n,,,,,n,,,,,s,,,,w,,,,,,p
x,,,f,s,,,,,,?,,k,,w,,w,,e,w,,,p
,,,,,,,b,g,e,?,,,w,,p,,t,,,s,,e
,f,,,,,,,,,b,,,p,,,,,,,,,e
,,,t,n,,,b,,t,b,s,s,w,,,,o,,n,,,e
,,e,,,,c,,e,,,,,e,,,,,,,c,w,e
,,n,,,,,,,,,,s,,,p,,,,,s,,e
f,,,,,,,,p,,,,,,,,w,,l,,,g,p
f,,g,,,,w,,,,,f,,w,,,,o,,,,g,e
,,,f,,,,,,,,k,,,p,,,,,,,,p
,s,,,l,,,n,,t,,s,,,,p,,,,,,,e
,,g,,,f,,,,,e,,,w,,p,w,o,,k,,,e
,,g,,f,f,,b,,,b,,,n,b,,w,,,,,,p
,,,f,n,,,,k,t,,,,,,,w,,,k,,,e
,y,,f,,,c,,,e,,k,,b,,,w,,,,v,,p
,y,e,,,,,b,,,,,,,,,,,,,,,e
,,,f,,,,n,,,?,s,k,,,p,,,,,,p,p
f,,,,,,,,,,,,,,,,,o,,,,d,e
x,,w,f,,,c,,,,,,s,,,,w,,p,,,d,p
,,,,,,,,,,,,k,,,,,o,l,,,p,p
f,y,,,n,,c,,,e,,s,,w,,,,,,r,,g,p
,,y,,,,,b,,e,b,k,,b,b,,w,o,l,h,,,p
f,,,,n,f,,,,t,,,,,p,p,,o,,n,y,,e
,s,y,,,f,,,,e,c,,,w,,,,,,,s,,e
,,,f,,,,,,e,,,k,,,,,o,,h,v,,p
,f,n,,,,c,,,,,,,,,,w,o,,,,d,e
,f,,,,,w,,,t,,,,w,,p,,,,k,s,,e
,,,t,,,,,,,,,s,,g,,,o,,,,d,e
f,,,,,,,,,,b,,s,g,w,,w,,p,,,d,e
k,,,f,,f,,,,,,s,k,,,,,,e,w,,,p
,y,,,,f,,n,b,t,?,k,,w,w,p,,,,,,d,p
,,p,f,,,c,n,p,e,b,s,s,,,,,,,,s,,p
,f,,,f,f,,b,p,,b,,,,,p,,,,,,g,p
,f,,,n,,,b,,,?,s,,,,,,t,,,s,,e
,,,,,,c,,,,,s,,,,,,,e,,,d,p
x,,g,,,f,,b,,,b,,,,b,,,,l,,v,,p
,,,t,n,,c,,,,,,,w,,,,t,,,,,e
f,,,,,f,,,,t,?,,,,p,,,o,,w,,,p
,,,f,f,,c,,,e,,,,,b,p,,,,h,y,,p
,,,t,,,c,b,e,,,,,,,,,t,e,,,,e
,,g,,,,,,n,,,s,,,,,w,,,k,,,e
,,,,,,w,b,,t,e,,f,w,,,w,,e,,,,e
,,,,,,,n,,,,,,w,w,p,,,p,,v,,p
,,,f,f,,,b,h,,b,k,,p,,p,,o,l,,,d,p
f,,n,,,,,b,k,,,,,,w,p,,,e,,,,e
,s,,,,f,c,b,w,e,?,s,,,e,,,,,,c,w,e
x,,,,,f,w,,,,,s,s,,,,w,,,n,v,,e
k,,n,f,,,,,b,,?,,s,,w,p,w,,,,,,p
,,,,,,,,,e,,,s,w,w,,,,,,n,,e
x,,,,,,,b,n,t,,,s,p,g,,w,o,,,,,e
,y,,f,f,,c,b,,,b,k,,b,b,,,o,,h,v,,p
,y,,f,,f,,,,,?,,,,,p,,,,w,v,,p
x,y,g,,,,,b,,e,,,,,p,,,,,h,v,g,p
,,,,p,f,c,n,,e,,,,,,,w,o,p,,s,u,p
,,,,,,,,,,?,,,,,,,t,,,n,,e
f,,,,f,,c,b,,e,b,,k,,n,p,w,o,,h,,,p
,y,,t,,,,,,,b,,,,,p,,,,,,,e
,,,,,,,b,u,,b,,,w,,,,,p,k,,,e
,,,,,,c,b,,,,s,,,,p,,,,n,,,e
,,,f,,,c,,g,,b,,,,p,,,o,,,,p,p
,,n,,,f,,,,t,,,k,w,,p,,,,w,v,,p
,s,,,n,f,,,,,e,s,,,,p,w,,,,s,,e
k,s,,f,,,,n,,,,,,,,,,o,e,,,,p
,,,,,,,,,,,,,w,,,,,p,w,,,e
f,,w,,,f,,,,,b,f,s,,,p,,,,h,,,p
,,,,,,w,,p,,,,,,w,p,w,,e,n,a,,e
,,n,,,,,,b,,?,k,,,w,,,,,w,v,,p
,,,,,f,c,,,,?,k,,w,,p,,,,,,d,p
,,,,,,,,,,,k,,n,b,,w,,l,h,,,p
x,s,,,,,,b,,e,,,,,w,,,o,,,s,,e
,y,,f,,,c,n,b,t,?,,,,p,,w,,e,,v,,p
,y,,,,,,,,,,,k,,n,p,w,,,,,p,p
,,,,,,c,,,e,b,s,,w,w,,w,,p,r,,,p
,,,,f,,,,,,,,,,,,w,,,w,,,p
,y,n,,,,,,w,,,,,w,,,,o,,,,,e
,y,,,,f,,,,,?,,,,w,,,,,,v,d,p
,s,,,n,,,b,e,,,,,,w,,,t,e,w,,,e
,s,n,,s,,c,n,b,t,?,,,,,p,,,,,v,,p
,s,e,f,,f,,n,,t,,,,,,p,,,e,,,,p
b,,,t,,f,,,,e,,,,,w,,w,,,,,g,e
,,b,,,,,,,,,,,,,,,,e,w,c,,e
,,,,,,,,,,b,k,,,b,,w,o,,,y,p,p
f,,,,,f,,,,,,k,,,,,,o,,,,,p
,y,,,,,,,h,,,,,n,,,,,l,,,g,p
,,,,f,,,b,,e,b,k,k,n,p,p,w,,,,,,p
b,,,,,f,,,,,,,,,w,,,,p,,n,,e
,s,y,,,,c,,,,,,,,,p,,o,p,,s,,e
x,,,,,,,b,p,e,,s,,,,,,,p,n,,,e
,,,,,,,,,,?,s,,,,,,,,,,,p
f,,,,n,,c,b,,,,,s,,p,,,,,,,,e
,,,,,,c,,,,b,s,,,,,,o,,,,d,e
,,e,,f,,,,b,,,,s,,,,,o,,,,l,p
,f,n,,,f,,,,,,,,,w,p,w,,p,n,,d,e
x,,,,,f,,,,t,?,k,k,,w,,,,e,,,,p
,,n,,,,,,g,,,,s,w,,,,,,,,,e
x,,,t,,,c,b,w,,,s,,,,,w,,,,,,e
,,p,,,,w,,,,,,,,,,,,,,,,p
,,,,,,,,,t,,s,,,,p,,,,,y,,e
f,,,,,,,,p,,,s,s,,,,,o,,,,,e
f,f,y,f,,,c,b,,,,,,p,n,,w,,,h,,,p
,y,,,,,,,,e,?,,s,,,,,,,w,,,e
,,,,,f,,,,,,s,s,,,,w,,,k,s,,e
,,y,,f,,,,h,,b,,k,,,,,,,,,,p
f,,n,,,,,,g,,e,s,s,,,p,w,,,n,,u,e
,,,,n,f,,,,,,,,,g,,,,,,,d,e
,,,,,,,,,,e,,s,w,,,,o,e,,,,e
x,,,,,,,,,t,,k,,,,,,o,,w,,,p
x,y,,,n,,,,,t,,,,g,,,,,,,y,d,e
,,w,,,,,,n,,b,s,,w,,p,,,,,,d,p
x,,,,,,,,,e,,s,,,w,,w,,,,,,e
,,e,,,f,,,,,,s,s,,,p,,o,p,,,,e
,,,t,n,f,,b,,,,,s,w,,,,,,k,v,d,e
f,,,,,,w,b,,,,,,,w,p,w,,,,,,e
,,,t,n,,,,,,,s,,,g,,,,,,,,e
,,n,t,,,,b,,,,,,,,,,o,,,v,,e
,,,,,,,,n,t,,,,,,p,,,,,y,,e
,,,,n,,,b,,,,,,w,,p,w,,p,,v,,p
,y,,t,a,,,,,,c,,s,,,p,w,o,,,,g,e
,,y,f,,,,b,h,,b,,,p,n,p,w,,l,,v,g,p
,f,,,,f,c,b,,,,,,,,p,,,,,y,,e
x,,,,m,,c,b,,e,,,,c,,,,,,,,d,p
,,g,,n,,,,,,,,,,p,,,o,,,,d,e
,,g,,,f,,b,,,b,,,,,p,w,,,h,,g,p
,,w,t,,f,c,,,,,,s,w,,p,,o,,,,,e
,,,,n,f,w,,,,,,k,,,,w,,p,,,,e
x,,,,,,c,,b,t,,,,,,,,o,e,,,p,p
f,,,,,,,,p,,,,,g,,,,,,n,,d,e
,s,e,f,f,,,,,,?,,,,p,,w,,e,,,,p
f,,,,,,,,,t,,,,,,,,,e,,v,d,p
x,y,e,,,,,,,,,,,,,p,,,,n,,,e
,f,e,,,,,b,,t,,s,,,,,,,p,,v,,e
,,,,,f,,n,b,t,?,s,,w,,,,o,,w,v,,p
,f,,,,,,n,,,,,s,,w,p,w,,,,,,e
,,,,n,f,,,p,t,,s,s,w,,,,,,,,,e
f,,n,,n,,,,,,,,,,p,p,,o,p,,,,e
,s,,,,,,,o,,?,,,,,p,,o,,,c,,e
k,,,f,,f,,,,,,,k,p,p,,,,,,,l,p
,,w,,,f,,,,e,,,,,w,,,o,,,s,,e
,f,,,,f,c,,n,t,b,,,p,,,,o,p,,y,d,e
,,,,y,,c,,,t,,,k,,,,,o,e,w,v,,p
,,,f,,,,b,,,,,,,,p,w,,,,,,p
,,,,,f,,,,,,,s,,w,,,,,,,g,p
,,w,t,,,,n,,,,s,s,,,,,o,p,,s,,p
,y,,,f,,,b,,,,,,n,,,,,,,v,d,p
,,g,f,f,,,,,e,b,,k,n,,p,,o,,,,,p
,,,f,,,,,,,,s,,,p,,w,o,,w,,,p
,s,,f,n,,,,,t,e,,f,,w,,,,e,k,,,e
f,,,,f,,,,,t,?,,s,,,,,,,w,v,,p
f,,,t,,f,,b,,t,,,,w,,,,,p,n,,,e
,,,,,,,b,,,?,s,,,,p,w,t,,,s,,e
,,,,,,c,,b,,?,s,,w,,p,w,,,,,d,p
,,e,t,n,,,b,,,b,,,,p,,,,,n,,d,e
k,,,,,,,,,t,?,,,p,w,,,o,e,,,d,p
,,w,f,,f,,,,,,s,s,,,,,o,,n,s,,p
,s,,f,,f,c,,b,t,?,,,,,,,,,,,d,p
,,,,l,f,c,b,,,,s,,,,,,o,p,,,,e
,,,,,,c,n,,t,,s,,,,,,o,,,,,p
x,s,,f,,f,c,,,t,,,k,,,,,,e,w,,,p
,,,,,,,b,,,,s,s,,g,,,o,,n,y,,e
,,g,,,f,,,w,,,,,w,,,w,,,,,d,e
,,e,,,f,c,,,t,,,,,w,,w,,,,,,e
,,,f,,,c,,,,,k,,,,,,o,e,,,,p
,,,,n,,,b,,t,,,,,,,w,,,n,a,,e
,s,,,y,,,,b,t,,,,p,w,,,,,,,,p
,,y,,,f,,,g,,b,,,,,p,w,,,h,,,p
x,,,,,,c,,b,,?,,,,,,,o,,w,,,p
x,y,,f,,,,,,,,k,,,p,,,o,l,,,,p
f,,,,f,,,,h,t,,,f,,,,,,,,,,p
,,,f,y,f,,,b,,?,,,p,w,,,,,w,,,p
,,,f,,,,,,t,e,,,,,,,,,k,,,e
x,,,,,,,,,,?,s,k,p,,p,,,,,v,,p
,y,n,,s,f,,,b,,,,,,,,,o,e,w,,p,p
,,,f,,f,,,,t,,,k,,,,,,,,v,,p
,,,,,,c,n,,t,,s,,p,,,w,o,,,,,p
,,y,,,,,,,,b,k,k,p,,,,,,h,,,p
,,e,,,,,b,,,,s,,,w,p,,,,,,d,e
,y,g,,,f,,b,p,,,,,,,,,o,,,y,d,e
,f,,,n,,,,,e,,,,w,,,,,,w,,,e
,f,,,,,c,,,e,,k,,,,p,,o,,,,,p
x,s,w,,,,c,,,,,,,w,,,w,,p,,,,e
,,g,,,f,,,h,,,,,,b,,w,o,l,h,,,p
,,,,,,c,,,,,s,s,,,p,,,,,,,e
,,,,,,,,,,?,,,,p,,,o,,w,v,,p
f,,,t,n,,,,,e,b,s,,,,p,w,t,p,,,,p
,,g,f,n,,,,p,,,,f,,,,,,,k,a,g,e
,f,g,,,,,,,,,,f,,w,,,o,e,,,,e
,,,,,f,,,,,c,,s,,,,,,,,,,e
,f,n,,,,,b,,,e,,,w,,,,,e,,,,e
f,,e,f,y,,,,,,?,,,w,,,w,,,,,,p
x,,,f,f,,,b,g,e,b,,k,p,,,,,l,h,,,p
,,y,,,,c,b,,,r,s,,w,w,,w,,,,,g,e
f,f,,t,,f,,,,,,,,w,,p,w,,p,,y,,e
f,,e,f,,f,,n,,,,,,p,,,,,e,w,,,p
